id,status_group
50785,0
51630,0
17168,0
45559,0
49871,0
52449,0
24806,0
28965,0
36301,0
54122,0
419,0
45750,0
653,0
14017,0
44607,0
40228,0
27714,0
28785,0
28330,0
18532,0
69961,0
55083,0
8691,0
30331,0
70970,0
61136,0
28799,0
46825,0
44718,0
37350,0
65738,0
3271,0
42658,0
67523,0
37034,0
42432,0
27420,0
707,0
48489,0
51008,0
72562,0
10275,0
53540,0
43291,0
8813,0
62343,0
1649,0
8822,0
10352,0
50878,0
15266,0
51956,0
44099,0
59,0
51359,0
15962,0
17853,0
42040,0
72243,0
63653,0
26510,0
72053,0
29351,0
51897,0
20376,0
26804,0
67303,0
69780,0
45374,0
54665,0
39341,0
8869,0
20691,0
19693,0
14321,0
63059,0
67403,0
28912,0
12549,0
24328,0
13750,0
1574,0
44149,0
53917,0
22705,0
66465,0
15644,0
20773,0
33092,0
54392,0
37850,0
5576,0
60840,0
9971,0
57508,0
25872,0
43978,0
38181,0
24325,0
2724,0
34794,0
56525,0
63155,0
67247,0
23387,0
17873,0
18197,0
24834,0
4091,0
33261,0
44384,0
62096,0
64554,0
68314,0
53,0
23426,0
38259,0
16631,0
43162,0
44492,0
38884,0
13690,0
60335,0
31856,0
67891,0
25564,0
55293,0
31866,0
71178,0
60279,0
28615,0
8744,0
48308,0
49626,0
38098,0
30309,0
8015,0
3496,0
56971,0
68616,0
8646,0
74104,0
37501,0
33001,0
69202,0
68409,0
51847,0
55647,0
17923,0
71743,0
51539,0
73819,0
66881,0
58768,0
2648,0
68933,0
12427,0
16633,0
24123,0
58551,0
17132,0
3027,0
2651,0
25998,0
63400,0
50028,0
67897,0
21425,0
71756,0
16862,0
15420,0
47784,0
712,0
54368,0
2866,0
51130,0
27993,0
21621,0
66038,0
42182,0
17694,0
57759,0
47978,0
52359,0
69656,0
24086,0
43579,0
43284,0
2877,0
21171,0
40982,0
48396,0
13323,0
28467,0
2768,0
73593,0
65164,0
69976,0
52145,0
49259,0
23542,0
69848,0
9305,0
14359,0
28925,0
21243,0
10616,0
73667,0
20566,0
63711,0
72840,0
31651,0
3782,0
6799,0
21402,0
35390,0
12636,0
36887,0
20086,0
5634,0
48029,0
29927,0
2930,0
41800,0
68349,0
61678,0
30270,0
4678,0
9392,0
20735,0
49300,0
70339,0
25572,0
61445,0
32190,0
39189,0
14853,0
52207,0
48035,0
73122,0
16352,0
42721,0
15116,0
7837,0
56907,0
46382,0
64521,0
67362,0
61861,0
72139,0
3398,0
62911,0
48152,0
48001,0
64118,0
65793,0
61557,0
32352,0
1830,0
50553,0
51961,0
38481,0
48371,0
56540,0
18142,0
72934,0
39300,0
40115,0
3793,0
59318,0
68070,0
67527,0
34898,0
26592,0
67682,0
52394,0
32218,0
69045,0
12808,0
49250,0
64126,0
64903,0
35165,0
9543,0
64635,0
47929,0
28329,0
67954,0
16575,0
16612,0
27003,0
73324,0
7043,0
22174,0
19450,0
35825,0
9854,0
23254,0
72170,0
61999,0
70354,0
6877,0
47323,0
48624,0
6148,0
59698,0
67268,0
59174,0
68916,0
28358,0
57453,0
71952,0
1761,0
15234,0
60021,0
22567,0
17695,0
19872,0
22828,0
34896,0
35570,0
41325,0
8831,0
5345,0
19379,0
5514,0
61654,0
40482,0
43123,0
40492,0
68733,0
3952,0
70288,0
30085,0
65837,0
34752,0
2465,0
11466,0
22313,0
30179,0
23505,0
48424,0
11150,0
70368,0
26935,0
5919,0
2134,0
16652,0
59302,0
24210,0
